size,complexity,priordefects,churn,allchangescount,changeentropy,allauthors,minorauthors,majorauthors,authorownership,rushedreviews,changesnodisc,selfapprovedchanges,typicaldisclen,typicalreviewwindow,reviewissues,allreviews,allreviewers,typicalnumberofreviewers,chnagesnoexpertise,typicalreviewerexpertise,defects
17,3,2,452,12,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
17,3,2,452,12,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
18,1,4,678,18,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
17,3,2,452,12,1,2,0,2,0.6666666667,5,0,0,1,1,0,0,0,0,0,15,0
3,1,1,104,3,0,2,0,2,0.6666666667,3,0,0,1,1,0,0,0,0,0,12,0
27,3,0,50,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
8,1,0,50,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
18,2,0,50,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
8,1,0,50,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
117,28,0,52,2,0,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,1
171,29,2,58,2,0,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
99,4,0,124,4,0,3,0,3,0.25,2,0,0,1,1,0,0,0,0,0,9,0
0,0,0,684,4,1,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0
0,0,0,24,2,0.3868528072,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
1382,202,0,148,15,0.903969365,2,0,2,1,0,1,15,0,0,0,0,0,0,0,0,0
4032,247,0,221,3,0.2939297479,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0
